Date, Open, High, Low, Close, Volume
08/26/19, 287.27, 288.00, 285.58, 288.00, 72620602
08/23/19, 290.92, 292.76, 283.47, 284.85, 149318203
08/22/19, 293.23, 293.93, 290.40, 292.36, 51739289
08/21/19, 292.48, 292.86, 291.72, 292.45, 49723434
08/20/19, 291.77, 292.36, 289.95, 290.09, 51652754
08/19/19, 292.19, 293.08, 291.44, 292.33, 53640152
08/16/19, 286.48, 289.33, 284.7138, 288.85, 85825289
08/15/19, 284.88, 285.64, 282.39, 284.65, 101929797
08/14/19, 288.07, 292.4644, 283.76, 283.90, 135622094
08/13/19, 287.74, 294.15, 287.36, 292.55, 94792969
08/12/19, 289.96, 291.6052, 287.02, 288.07, 65527633
08/09/19, 292.58, 293.24, 289.65, 291.62, 93729961
08/08/19, 289.62, 293.62, 289.01, 293.62, 87713906
08/07/19, 284.40, 288.82, 282.04, 287.97, 140572297
08/06/19, 285.91, 288.04, 284.28, 287.80, 120711695
08/05/19, 288.09, 288.21, 281.72, 283.82, 178745406
08/02/19, 293.85, 294.12, 290.90, 292.62, 116749695
08/01/19, 297.60, 300.87, 293.96, 294.84, 142646594
07/31/19, 300.99, 301.20, 295.20, 297.43, 104245203
07/30/19, 299.91, 301.17, 299.49, 300.72, 45849047
07/29/19, 301.88, 301.93, 300.85, 301.46, 38126461
07/26/19, 300.76, 302.23, 300.62, 302.01, 45084078
07/25/19, 300.94, 301.00, 299.11, 300.00, 55394090
07/24/19, 299.19, 301.44, 299.09, 301.44, 47213230
07/23/19, 299.14, 300.03, 298.22, 300.03, 44657969
07/22/19, 297.61, 298.50, 297.04, 297.90, 43687398
07/19/19, 300.04, 300.07, 296.96, 297.17, 71081242
07/18/19, 297.19, 299.25, 296.70, 298.83, 51701688
07/17/19, 299.75, 299.93, 297.74, 297.74, 44102441
07/16/19, 300.65, 300.88, 299.44, 299.71, 40567961
07/15/19, 301.13, 301.13, 300.19, 300.75, 33910262
07/12/19, 299.85, 300.73, 299.51, 300.65, 40354406
07/11/19, 299.32, 299.58, 298.20, 299.31, 50889480
07/10/19, 298.37, 299.66, 297.78, 298.61, 58595559
07/09/19, 295.54, 297.52, 295.48, 297.19, 41101281
07/08/19, 297.01, 298.2579, 296.22, 296.82, 45841770
07/05/19, 297.44, 298.64, 296.01, 298.46, 51677328
07/03/19, 297.18, 298.82, 297.02, 298.80, 40898898
07/02/19, 295.61, 296.49, 294.68, 296.43, 61504539
07/01/19, 296.68, 296.92, 294.33, 295.66, 79107469
06/28/19, 292.58, 293.55, 292.01, 293.00, 59350930
06/27/19, 291.31, 292.06, 290.89, 291.50, 40355238
06/26/19, 291.75, 292.31, 290.345, 290.47, 51584898
06/25/19, 293.70, 293.73, 290.64, 290.76, 82028656
06/24/19, 294.23, 294.58, 293.47, 293.64, 47582727
06/21/19, 294.13, 295.52, 293.76, 294.00, 83309469
06/20/19, 296.04, 296.3093, 293.1255, 295.86, 116570000
06/19/19, 292.55, 293.65, 291.47, 293.06, 78674383
06/18/19, 291.39, 293.57, 290.99, 292.40, 85434812
06/17/19, 289.52, 290.22, 289.18, 289.37, 39205711
06/14/19, 289.26, 289.93, 288.41, 289.26, 52324719
06/13/19, 289.40, 289.98, 288.62, 289.58, 48945160
06/12/19, 288.64, 289.26, 287.815, 288.39, 47096312
06/11/19, 290.99, 291.40, 288.1805, 288.90, 58641328
06/10/19, 289.37, 290.82, 288.8734, 288.97, 60799047
06/07/19, 285.93, 288.85, 285.74, 287.65, 74272203
06/06/19, 283.29, 285.55, 282.57, 284.80, 69430383
06/05/19, 282.33, 282.99, 280.32, 282.96, 71169719
06/04/19, 277.12, 280.68, 276.62, 280.53, 77231891
06/03/19, 275.31, 276.5521, 273.09, 274.57, 96427953
05/31/19, 276.20, 277.12, 275.24, 275.27, 86862781
05/30/19, 279.11, 280.04, 277.805, 279.03, 62523781
05/29/19, 278.91, 279.36, 276.71, 278.27, 104972898
05/28/19, 283.09, 284.15, 280.13, 280.15, 70029359
05/24/19, 283.74, 284.20, 282.09, 282.78, 55268102
05/23/19, 283.16, 283.21, 280.57, 282.14, 98733852
05/22/19, 285.45, 286.69, 285.10, 285.63, 49482473
05/21/19, 285.83, 286.93, 285.55, 286.51, 46847090
05/20/19, 284.06, 285.43, 283.12, 283.95, 62877609
05/17/19, 285.14, 288.60, 285.1207, 285.84, 100353000
05/16/19, 285.84, 289.21, 285.76, 287.70, 76749641
05/15/19, 281.59, 285.77, 281.36, 285.06, 73956406
05/14/19, 281.99, 285.10, 281.85, 283.40, 77003234
05/13/19, 282.42, 283.49, 279.93, 280.86, 127290492
05/10/19, 285.62, 288.94, 282.30, 288.10, 112429297
05/09/19, 285.23, 287.33, 283.30, 286.66, 103471102
05/08/19, 287.53, 289.43, 286.87, 287.53, 91568289
05/07/19, 290.15, 290.81, 285.81, 287.93, 144729906
05/06/19, 289.25, 293.31, 288.90, 292.82, 107198094
05/03/19, 292.82, 294.34, 291.2998, 294.03, 56543648
05/02/19, 291.68, 292.70, 289.52, 291.18, 65030168
05/01/19, 294.72, 294.95, 291.80, 291.81, 71671875
04/30/19, 293.49, 294.34, 291.92, 294.02, 81111727
04/29/19, 293.51, 294.45, 293.41, 293.87, 57197754
04/26/19, 292.10, 293.49, 291.2401, 293.41, 50916422
04/25/19, 292.12, 292.78, 290.73, 292.05, 57770859
04/24/19, 292.79, 293.16, 292.07, 292.23, 50392910
04/23/19, 290.68, 293.14, 290.42, 292.88, 52246633
04/22/19, 289.17, 290.435, 289.07, 290.27, 40160141
04/18/19, 290.10, 290.32, 288.66, 290.02, 68708516
04/17/19, 291.40, 291.425, 288.99, 289.45, 58268301
04/16/19, 290.95, 291.01, 289.50, 290.16, 52153199
04/15/19, 290.24, 290.35, 289.075, 289.97, 49596688
04/12/19, 290.00, 290.47, 288.261, 290.16, 69727773
04/11/19, 288.83, 288.84, 287.578, 288.21, 55093102
04/10/19, 287.77, 288.3899, 287.31, 288.29, 52601500
04/09/19, 287.72, 288.08, 286.70, 287.31, 66142320
04/08/19, 288.10, 288.91, 287.37, 288.79, 53566340
04/05/19, 287.92, 288.63, 287.60, 288.57, 58621727
04/04/19, 286.78, 287.459, 286.01, 287.18, 48997512
04/03/19, 287.32, 287.76, 285.75, 286.42, 68243203
04/02/19, 286.04, 286.23, 285.09, 285.97, 40070352
04/01/19, 284.70, 286.16, 284.40, 285.83, 77617953
03/29/19, 282.39, 282.84, 281.14, 282.48, 82186805
03/28/19, 280.35, 281.21, 279.07, 280.71, 56238551
03/27/19, 281.11, 281.76, 277.93, 279.65, 72224719
03/26/19, 280.99, 282.18, 279.56, 281.12, 68125922
03/25/19, 278.87, 280.1853, 277.64, 279.04, 85575203
03/22/19, 283.22, 283.8034, 279.18, 279.25, 122659297
03/21/19, 280.64, 285.18, 280.59, 284.73, 79550383
03/20/19, 282.16, 283.50, 280.32, 281.55, 84609211
03/19/19, 283.51, 284.36, 281.41, 282.40, 90268117
03/18/19, 281.55, 282.66, 281.30, 282.33, 62199809
03/15/19, 280.54, 282.21, 280.33, 281.31, 81308977
03/14/19, 281.37, 281.84, 280.6662, 281.16, 67518367
03/13/19, 280.48, 282.38, 280.30, 281.34, 80639148
03/12/19, 279.06, 280.07, 278.85, 279.49, 79667531
03/11/19, 275.26, 278.62, 275.23, 278.44, 65098898
03/08/19, 272.94, 274.65, 272.42, 274.46, 85795797
03/07/19, 276.83, 276.99, 274.07, 275.01, 94885086
03/06/19, 279.15, 279.16, 276.97, 277.33, 75039766
03/05/19, 279.54, 279.76, 278.41, 279.02, 59114559
03/04/19, 281.60, 281.87, 276.84, 279.40, 106494602
03/01/19, 280.44, 280.88, 278.82, 280.42, 78880555
02/28/19, 278.96, 279.45, 278.32, 278.68, 69268289
02/27/19, 278.52, 279.59, 277.48, 279.20, 56921566
02/26/19, 279.13, 280.30, 278.90, 279.32, 56844102
02/25/19, 280.73, 281.31, 279.43, 279.52, 69030703
02/22/19, 278.11, 279.36, 277.4029, 279.14, 78114625
02/21/19, 277.70, 278.10, 276.345, 277.42, 64214727
02/20/19, 277.81, 278.92, 277.25, 278.41, 76610766
02/19/19, 276.481, 278.58, 276.47, 277.85, 59120801
02/15/19, 276.36, 277.41, 276.13, 277.37, 97088656
02/14/19, 273.78, 275.64, 272.87, 274.38, 83234398
02/13/19, 275.03, 275.93, 274.56, 274.99, 65277199
02/12/19, 272.42, 274.52, 272.34, 274.10, 72270227
02/11/19, 271.20, 271.49, 270.03, 270.62, 68021422
02/08/19, 268.75, 270.58, 267.83, 270.47, 75788867
02/07/19, 270.94, 271.55, 268.29, 270.14, 95481961
02/06/19, 272.79, 273.34, 271.92, 272.74, 58347793
02/05/19, 272.44, 273.44, 271.88, 273.10, 79552766
02/04/19, 270.11, 272.03, 269.36, 271.96, 60744840
02/01/19, 270.15, 271.20, 269.18, 270.06, 85782523
01/31/19, 267.51, 270.47, 267.27, 269.93, 104012094
01/30/19, 265.10, 268.52, 264.25, 267.58, 92473672
01/29/19, 263.92, 264.55, 262.48, 263.41, 66136328
01/28/19, 263.39, 263.83, 261.79, 263.76, 85613664
01/25/19, 265.61, 266.70, 263.6595, 265.78, 96883359
01/24/19, 263.21, 264.20, 262.08, 263.55, 59204141
01/23/19, 264.01, 264.79, 260.66, 263.41, 86030289
01/22/19, 264.82, 265.06, 261.06, 262.86, 115531203
01/18/19, 264.98, 266.98, 262.998, 266.46, 127900305
01/17/19, 260.01, 263.92, 259.96, 262.96, 96118438
01/16/19, 260.83, 261.9666, 260.60, 260.98, 77636711
01/15/19, 257.82, 260.70, 257.81, 260.35, 85208273
01/14/19, 256.86, 258.30, 256.41, 257.40, 70908234
01/11/19, 257.68, 259.0098, 257.03, 258.98, 73858109
01/10/19, 256.26, 259.16, 255.50, 258.88, 96823922
01/09/19, 257.56, 258.91, 256.19, 257.97, 95006555
01/08/19, 256.82, 257.31, 254.00, 256.77, 102512602
01/07/19, 252.69, 255.95, 251.69, 254.38, 103139102
01/04/19, 247.59, 253.11, 247.17, 252.39, 142628797
01/03/19, 248.23, 248.57, 243.67, 244.21, 144140703
01/02/19, 245.98, 251.21, 245.95, 250.18, 126925203
12/31/18, 249.56, 250.19, 247.47, 249.92, 144299391
12/28/18, 249.58, 251.40, 246.45, 247.75, 153100188
12/27/18, 242.57, 248.29, 238.96, 248.07, 186267297
12/26/18, 235.97, 246.18, 233.76, 246.18, 218485406
12/24/18, 239.04, 240.8355, 234.27, 234.34, 147311594
12/21/18, 246.74, 249.71, 239.98, 240.70, 255345594
12/20/18, 249.86, 251.62, 244.65, 247.17, 252053406
12/19/18, 255.17, 259.40, 249.35, 251.26, 214992797
12/18/18, 257.20, 257.95, 253.28, 255.08, 134515109
12/17/18, 259.40, 260.65, 253.525, 255.36, 165492297
12/14/18, 262.96, 264.03, 259.85, 260.47, 116961102
12/13/18, 266.52, 267.49, 264.12, 265.37, 96662719
12/12/18, 267.47, 269.00, 265.37, 265.46, 97976711
12/11/18, 267.66, 267.87, 262.48, 264.13, 121504398
12/10/18, 263.37, 265.1613, 258.62, 264.07, 151445906
12/07/18, 269.46, 271.22, 262.63, 263.57, 161018891
12/06/18, 265.92, 269.97, 262.44, 269.84, 204185406
12/04/18, 278.37, 278.85, 269.90, 270.25, 177986000
12/03/18, 280.28, 280.40, 277.505, 279.30, 103017695
11/30/18, 273.81, 276.28, 273.45, 275.65, 98204195
11/29/18, 273.71, 275.55, 272.43, 273.98, 82346414
11/28/18, 269.60, 274.58, 268.3272, 274.58, 127629602
11/27/18, 266.34, 268.40, 265.66, 268.40, 75502438
11/26/18, 265.78, 267.75, 265.34, 267.50, 79981359
11/23/18, 263.18, 264.8234, 263.07, 263.25, 42807879
11/21/18, 265.86, 267.15, 265.01, 265.02, 75563742
11/20/18, 265.36, 267.00, 263.15, 264.12, 136021297
11/19/18, 273.05, 273.38, 268.07, 269.10, 103061695
11/16/18, 271.79, 274.75, 271.21, 273.73, 126668000
11/15/18, 268.78, 273.54, 267.0102, 273.02, 135101406
11/14/18, 274.16, 274.61, 268.45, 270.20, 125335906
11/13/18, 273.09, 275.325, 271.25, 272.06, 98176609
11/12/18, 277.19, 277.46, 271.99, 272.57, 99673570
11/09/18, 279.03, 279.24, 276.18, 277.76, 98812562
11/08/18, 280.11, 281.22, 279.22, 280.50, 65584891
11/07/18, 277.56, 281.10, 277.08, 281.01, 102752094
11/06/18, 273.32, 275.30, 273.25, 275.12, 60085887
11/05/18, 272.44, 274.01, 271.35, 273.39, 65622477
11/02/18, 274.75, 275.23, 269.59, 271.89, 122634094
11/01/18, 271.60, 273.73, 270.38, 273.51, 99495039
10/31/18, 270.65, 273.23, 270.12, 270.63, 128296305
10/30/18, 263.67, 268.12, 263.12, 267.77, 157116000
10/29/18, 268.80, 270.25, 259.85, 263.86, 160749109
10/26/18, 265.92, 271.00, 262.29, 265.33, 201574594
10/25/18, 267.38, 271.81, 266.23, 270.08, 138061500
10/24/18, 273.33, 273.76, 264.70, 265.32, 177806703
10/23/18, 270.95, 274.87, 268.61, 273.61, 146352703
10/22/18, 277.00, 277.36, 274.41, 275.01, 82415805
10/19/18, 277.13, 279.30, 275.47, 276.25, 139901594
10/18/18, 279.40, 280.07, 274.97, 276.40, 134557500
10/17/18, 280.44, 281.15, 277.56, 280.45, 110626000
10/16/18, 276.60, 280.82, 276.07, 280.40, 118255797
10/15/18, 275.55, 277.04, 274.30, 274.40, 102263695
10/12/18, 276.77, 277.09, 272.37, 275.95, 183186500
10/11/18, 277.08, 278.90, 270.36, 272.17, 274840500
10/10/18, 286.83, 286.91, 277.88, 278.30, 214731016
10/09/18, 287.39, 288.86, 286.77, 287.40, 74338977
10/08/18, 287.05, 288.22, 285.50, 287.82, 87742172
10/05/18, 289.69, 290.27, 286.22, 287.82, 105951695
10/04/18, 291.18, 291.24, 287.66, 289.44, 111545906
10/03/18, 292.74, 293.21, 291.32, 291.72, 64694594
10/02/18, 291.56, 292.355, 291.14, 291.56, 47258230
10/01/18, 292.11, 292.93, 290.98, 291.73, 62078941
09/28/18, 289.99, 291.28, 289.95, 290.72, 70091391
09/27/18, 290.41, 291.91, 290.10, 290.69, 59249461
09/26/18, 290.91, 292.24, 289.41, 289.88, 79739672
09/25/18, 291.53, 291.65, 290.4833, 290.75, 44370039
09/24/18, 291.34, 291.50, 290.37, 291.02, 53409648
09/21/18, 293.09, 293.22, 291.81, 291.99, 105479695
09/20/18, 292.64, 293.94, 291.2363, 293.58, 100360602
09/19/18, 290.97, 291.69, 290.825, 291.22, 49080559
09/18/18, 289.58, 291.58, 289.55, 290.91, 61930406
09/17/18, 290.82, 290.86, 289.03, 289.34, 68244039
09/14/18, 291.06, 291.27, 290.00, 290.88, 55079879
09/13/18, 290.32, 291.0384, 289.995, 290.83, 51034219
09/12/18, 289.06, 289.80, 288.23, 289.12, 59810762
09/11/18, 287.37, 289.55, 286.975, 289.05, 50530488
09/10/18, 288.74, 289.04, 287.88, 288.10, 50210898
09/07/18, 286.98, 288.70, 286.71, 287.60, 73524812
09/06/18, 289.15, 289.49, 287.00, 288.16, 65909859
09/05/18, 289.41, 289.64, 287.89, 289.03, 72452438
09/04/18, 289.84, 290.21, 288.68, 289.81, 57594367
08/31/18, 289.84, 290.81, 289.29, 290.31, 66140844
08/30/18, 290.94, 291.36, 289.63, 290.30, 61229500
08/29/18, 290.16, 291.74, 289.8854, 291.48, 61485512
08/28/18, 290.30, 290.4175, 289.40, 289.92, 46943473
08/27/18, 288.86, 289.90, 288.68, 289.78, 57072379
08/24/18, 286.44, 287.67, 286.38, 287.51, 57487398
08/23/18, 285.97, 286.94, 285.43, 285.79, 49204848
08/22/18, 285.88, 286.76, 285.575, 286.17, 44993328
08/21/18, 286.25, 287.31, 285.7135, 286.34, 67271984
08/20/18, 285.57, 285.97, 285.06, 285.67, 39807488
08/17/18, 283.83, 285.5601, 283.37, 285.06, 65618477
08/16/18, 283.40, 285.04, 283.36, 284.06, 69967922
08/15/18, 282.38, 282.54, 280.16, 281.78, 102925398
08/14/18, 282.92, 284.17, 282.4833, 283.90, 43842031
08/13/18, 283.47, 284.16, 281.77, 282.10, 65732914
08/10/18, 283.45, 284.055, 282.36, 283.16, 77076039
08/09/18, 285.53, 285.97, 284.915, 285.07, 35716980
08/08/18, 285.39, 285.91, 284.94, 285.46, 42114551
08/07/18, 285.39, 286.01, 285.24, 285.58, 43196648
08/06/18, 283.64, 284.99, 283.2015, 284.64, 39400887
08/03/18, 282.53, 283.6577, 282.33, 283.60, 53935391
08/02/18, 279.39, 282.58, 279.16, 282.39, 63426359
08/01/18, 281.56, 282.13, 280.1315, 280.86, 53853328
07/31/18, 280.81, 282.02, 280.38, 281.33, 68570484
07/30/18, 281.51, 281.69, 279.36, 279.95, 63742512
07/27/18, 283.71, 283.82, 280.38, 281.42, 76783188
07/26/18, 283.20, 284.11, 283.09, 283.34, 57919500
07/25/18, 281.33, 284.37, 281.28, 284.01, 78882930
07/24/18, 281.79, 282.56, 280.63, 281.61, 68026945
07/23/18, 279.45, 280.43, 279.06, 280.20, 47047566
07/20/18, 279.77, 280.48, 279.50, 279.68, 82372727
07/19/18, 280.31, 280.74, 279.46, 280.00, 61412121
07/18/18, 280.56, 281.18, 280.06, 281.06, 44593473
07/17/18, 278.47, 280.91, 278.41, 280.47, 52315500
07/16/18, 279.64, 279.803, 278.84, 279.34, 48201039
07/13/18, 279.17, 279.93, 278.66, 279.59, 48234961
07/12/18, 278.28, 279.43, 277.60, 279.37, 60124688
07/11/18, 277.15, 278.04, 276.52, 276.86, 77054734
07/10/18, 278.41, 279.01, 278.08, 278.90, 51966832
07/09/18, 276.55, 277.96, 276.50, 277.90, 50550398
07/06/18, 273.14, 275.84, 272.715, 275.42, 66493703
07/05/18, 272.17, 273.18, 270.96, 273.11, 56925922
07/03/18, 272.87, 272.98, 270.42, 270.90, 42187070
07/02/18, 269.51, 272.04, 269.24, 271.86, 63554770
06/29/18, 272.12, 273.66, 271.1495, 271.28, 97592492
06/28/18, 269.29, 271.75, 268.49, 270.89, 76650523
06/27/18, 272.26, 273.865, 269.18, 269.35, 105110703
06/26/18, 271.64, 272.56, 270.79, 271.60, 68683211
06/25/18, 273.44, 273.6162, 269.10, 271.00, 137854203
06/22/18, 275.66, 275.785, 274.49, 274.74, 56612000
06/21/18, 275.96, 275.98, 273.68, 274.24, 71061398
06/20/18, 276.27, 276.72, 275.59, 275.97, 53785488
06/19/18, 274.00, 275.75, 273.53, 275.50, 97531516
06/18/18, 275.49, 276.70, 274.95, 276.56, 52917578
06/15/18, 276.60, 277.51, 275.35, 277.13, 120041602
06/14/18, 279.01, 279.33, 278.0599, 278.73, 77097617
06/13/18, 279.19, 279.48, 277.80, 278.03, 79070609
06/12/18, 279.03, 279.33, 278.19, 278.92, 72329031
06/11/18, 278.44, 279.37, 278.31, 278.56, 58892520
06/08/18, 276.85, 278.25, 276.66, 278.19, 72139719
06/07/18, 277.95, 278.28, 276.34, 277.37, 72969398
06/06/18, 275.79, 277.52, 275.09, 277.40, 62732219
06/05/18, 275.05, 275.53, 274.18, 275.10, 51135039
06/04/18, 274.53, 275.185, 274.26, 274.90, 45385168
06/01/18, 272.41, 273.94, 272.33, 273.60, 71258406
05/31/18, 272.15, 272.49, 270.255, 270.94, 93519938
05/30/18, 270.50, 273.11, 270.42, 272.61, 69678445
05/29/18, 270.31, 271.17, 267.76, 269.02, 115908602
05/25/18, 272.15, 272.86, 271.58, 272.15, 56374762
05/24/18, 272.91, 273.22, 270.78, 272.80, 76043828
05/23/18, 271.17, 273.39, 270.99, 273.36, 64694180
05/22/18, 273.96, 274.25, 272.24, 272.61, 52966359
05/21/18, 273.01, 273.98, 271.3512, 273.37, 58025879
05/18/18, 271.62, 272.03, 270.93, 271.33, 64367961
05/17/18, 271.94, 273.23, 271.13, 272.01, 56536398
05/16/18, 271.14, 272.76, 271.11, 272.24, 53942633
05/15/18, 271.59, 271.61, 270.03, 271.10, 87036039
05/14/18, 273.34, 274.08, 272.36, 272.98, 54790609
05/11/18, 272.16, 273.15, 271.58, 272.85, 59871512
05/10/18, 270.34, 272.39, 270.22, 272.02, 72063930
05/09/18, 267.68, 269.865, 267.09, 269.50, 59666141
05/08/18, 266.50, 267.325, 265.15, 266.92, 67499250
05/07/18, 266.89, 268.02, 266.11, 266.92, 55304910
05/04/18, 261.52, 266.7892, 261.15, 266.02, 91222078
05/03/18, 262.26, 263.36, 259.05, 262.62, 136311500
05/02/18, 264.76, 265.68, 262.76, 263.20, 86368945
05/01/18, 263.87, 265.10, 262.11, 264.98, 74203367
04/30/18, 267.26, 267.89, 264.43, 264.51, 82182320
04/27/18, 267.00, 267.34, 265.50, 266.56, 57053648
04/26/18, 264.79, 267.2452, 264.29, 266.31, 67731938
04/25/18, 262.91, 264.13, 260.85, 263.63, 103840898
04/24/18, 267.73, 267.9762, 261.28, 262.98, 112885508
04/23/18, 267.26, 267.89, 265.35, 266.57, 65557953
04/20/18, 268.81, 269.06, 265.61, 266.61, 99953125
04/19/18, 269.65, 269.88, 267.72, 268.89, 77655914
04/18/18, 270.69, 271.30, 269.87, 270.39, 57303859
04/17/18, 269.33, 270.87, 268.75, 270.19, 64682039
04/16/18, 267.00, 268.20, 266.07, 267.33, 63405289
04/13/18, 267.41, 267.54, 264.01, 265.15, 85079188
04/12/18, 265.26, 267.00, 265.06, 265.93, 68890477
04/11/18, 263.47, 265.64, 263.39, 263.76, 91140242
04/10/18, 264.27, 266.04, 262.98, 265.15, 105573695
04/09/18, 261.37, 264.84, 259.9356, 261.00, 105442898
04/06/18, 263.42, 265.11, 258.00, 259.72, 179521203
04/05/18, 265.55, 266.64, 264.32, 265.64, 82652625
04/04/18, 256.75, 264.355, 256.60, 263.56, 123715297
04/03/18, 258.87, 261.31, 256.84, 260.77, 119956898
04/02/18, 262.55, 263.13, 254.67, 257.47, 186286297
03/29/18, 261.12, 265.26, 259.8389, 263.15, 124244797
03/28/18, 260.75, 262.64, 258.58, 259.83, 146452297
03/27/18, 266.17, 266.77, 258.84, 260.60, 129941398
03/26/18, 262.13, 265.43, 259.41, 265.11, 141956094
03/23/18, 264.17, 265.02, 257.83, 258.05, 183534797
03/22/18, 267.91, 268.87, 263.36, 263.67, 148785906
03/21/18, 270.90, 273.27, 270.19, 270.43, 78709586
03/20/18, 270.94, 271.67, 270.18, 270.95, 59757273
03/19/18, 273.35, 274.3957, 268.62, 270.49, 109208398
03/16/18, 274.50, 275.39, 274.14, 274.20, 100343695
03/15/18, 275.88, 276.61, 274.43, 275.00, 83433039
03/14/18, 277.81, 278.02, 274.67, 275.30, 105895102
03/13/18, 279.84, 280.41, 276.03, 276.72, 91968945
03/12/18, 279.20, 279.91, 278.0801, 278.52, 71924789
03/09/18, 275.70, 278.87, 275.34, 278.87, 113625297
03/08/18, 273.55, 274.24, 272.42, 274.10, 66901148
03/07/18, 270.42, 273.18, 270.20, 272.78, 87063508
03/06/18, 273.30, 273.39, 271.18, 272.88, 79213156
03/05/18, 267.73, 272.89, 267.61, 272.19, 97307391
03/02/18, 265.80, 269.72, 264.82, 269.08, 139083203
03/01/18, 271.41, 273.17, 266.00, 267.70, 176855109
02/28/18, 275.68, 276.19, 271.29, 271.65, 121907797
02/27/18, 278.11, 278.92, 274.36, 274.43, 99099172
02/26/18, 275.93, 278.01, 275.26, 277.90, 86491406
02/23/18, 271.79, 274.71, 271.25, 274.71, 92766430
02/22/18, 271.10, 273.05, 269.64, 270.40, 110511297
02/21/18, 271.90, 274.72, 269.94, 270.05, 98883742
02/20/18, 272.03, 273.67, 270.50, 271.40, 86369664
02/16/18, 272.32, 275.32, 272.27, 273.11, 160420094
02/15/18, 271.57, 273.04, 268.77, 273.03, 111200305
02/14/18, 264.31, 270.00, 264.30, 269.59, 120735695
02/13/18, 263.97, 266.62, 263.31, 266.00, 81223641
02/12/18, 263.83, 267.01, 261.6644, 265.34, 143736000
02/09/18, 260.80, 263.61, 252.92, 261.50, 283565312
02/08/18, 268.01, 268.17, 257.59, 257.63, 246449500
02/07/18, 268.50, 272.36, 267.58, 267.67, 167376094
02/06/18, 259.94, 269.70, 258.70, 269.13, 355026812
02/05/18, 273.45, 275.85, 263.31, 263.93, 294681781
02/02/18, 280.08, 280.23, 275.41, 275.45, 173174797
02/01/18, 281.07, 283.06, 280.68, 281.58, 90102469
01/31/18, 282.73, 283.30, 280.68, 281.90, 118948094
01/30/18, 282.60, 284.736, 281.22, 281.76, 131796406
01/29/18, 285.93, 286.43, 284.50, 284.68, 90118336
01/26/18, 284.25, 286.6285, 283.96, 286.58, 107743102
01/25/18, 284.16, 284.27, 282.405, 283.30, 84587312
01/24/18, 284.02, 284.70, 281.84, 283.18, 134816094
01/23/18, 282.74, 283.62, 282.37, 283.29, 97084703
01/22/18, 280.17, 282.69, 280.11, 282.69, 91322406
01/19/18, 279.80, 280.41, 279.14, 280.41, 140920094
01/18/18, 279.48, 279.96, 278.58, 279.14, 100728000
01/17/18, 278.03, 280.05, 276.97, 279.61, 113258797
01/16/18, 279.35, 280.09, 276.18, 276.97, 106555102
01/12/18, 276.42, 278.11, 276.0819, 277.92, 90816078
01/11/18, 274.75, 276.12, 274.56, 276.12, 62361461
01/10/18, 273.68, 274.42, 272.92, 274.12, 69574320
01/09/18, 274.40, 275.25, 274.081, 274.54, 57253961
01/08/18, 273.31, 274.10, 272.98, 273.92, 57319191
01/05/18, 272.51, 273.56, 271.95, 273.42, 83524000
01/04/18, 271.20, 272.16, 270.5447, 271.61, 80636406
01/03/18, 268.96, 270.64, 268.96, 270.47, 90070414
01/02/18, 267.84, 268.81, 267.40, 268.77, 86655750
12/29/17, 268.53, 268.55, 266.64, 266.86, 96007422
12/28/17, 267.89, 267.92, 267.45, 267.87, 45116141
12/27/17, 267.38, 267.73, 267.01, 267.32, 57750992
12/26/17, 267.05, 267.4377, 266.885, 267.19, 45244434
12/22/17, 267.60, 267.635, 266.90, 267.51, 78720875
12/21/17, 267.74, 268.385, 267.30, 267.58, 67032344
12/20/17, 268.27, 268.33, 266.69, 267.03, 76751508
12/19/17, 268.48, 268.53, 267.09, 267.17, 82382883
12/18/17, 268.10, 268.60, 267.98, 268.20, 83653570
12/15/17, 265.45, 267.04, 265.39, 266.51, 144610297
12/14/17, 267.09, 267.22, 265.60, 265.66, 100666703
12/13/17, 267.06, 267.56, 266.65, 266.75, 102905398
12/12/17, 266.57, 267.32, 266.345, 266.78, 85195750
12/11/17, 265.58, 266.38, 265.4793, 266.31, 83077531
12/08/17, 264.99, 265.52, 264.0315, 265.51, 76563875
12/07/17, 263.09, 264.43, 262.94, 264.07, 77218570
12/06/17, 262.87, 263.73, 262.71, 263.24, 75898570
12/05/17, 264.43, 265.15, 263.04, 263.19, 77994547
12/04/17, 266.31, 266.80, 264.08, 264.14, 94040562
12/01/17, 264.76, 265.31, 260.76, 264.46, 164390891
11/30/17, 263.76, 266.05, 263.67, 265.01, 127894398
11/29/17, 263.02, 263.63, 262.20, 262.71, 77512094
11/28/17, 260.76, 262.90, 260.655, 262.87, 98971719
11/27/17, 260.41, 260.75, 260.00, 260.23, 52274922
11/24/17, 260.32, 260.48, 260.16, 260.36, 27856510
11/22/17, 260.00, 260.15, 259.57, 259.76, 45033391
11/21/17, 259.18, 260.20, 258.2627, 259.99, 69176797
11/20/17, 258.14, 258.525, 257.86, 258.30, 48075512
11/17/17, 258.22, 258.5882, 257.77, 257.86, 75756828
11/16/17, 257.52, 259.04, 257.4748, 258.62, 67777031
11/15/17, 256.62, 257.22, 255.63, 256.44, 80811531
11/14/17, 257.41, 257.85, 256.52, 257.73, 61315152
11/13/17, 257.31, 258.59, 257.27, 258.33, 50228648
11/10/17, 257.73, 258.2926, 257.37, 258.09, 59984660
